中粮悦天地,[江宁] 高新园区鹏山路与知行路交汇处,1居/ 2居/ 3居/ 4居 － 38~45平米,在售,14000元/㎡,商住楼,(44条评论)
明发江湾新城,安徽省马鞍山市宁乌公路与盘乌线交汇处,2居/ 3居/ 4居 － 86~123平米,在售,,普通住宅,(49条评论)
弘阳春上西江,[雨花] 经济开发区凤锦路与解放军国际关系学院...,3居/ 4居,在售,40000元/㎡,普通住宅,(26条评论)
碧桂园世纪城邦,句容市204县道和243省道交汇处(东郊奥特...,2居/ 3居/ 4居/ 5居以上 － 99~265平米,在售,20000元/㎡,普通住宅,(35条评论)
蓝天星港,[江宁] 来凤路与信诚大道交汇处,2居/ 3居/ 4居 － 85~121平米,在售,8200元/㎡,普通住宅,(23条评论)
新城璞樾钟山,[栖霞] 奔马路与石狮路交汇处,1居/ 3居/ 4居/ 5居 － 45~258平米,在售,22000元/㎡,叠拼,(23条评论)
中建国熙台,[浦口] 新浦路与康安路交汇处,3居/ 4居/ 5居,在售,9500元/㎡,普通住宅,(29条评论)
荣盛华府,[六合] 雄州东路与白果南路交汇处,3居/ 4居/ 5居/ 5居以上,在售,17000元/㎡,普通住宅,(37条评论)
世茂城品,[雨花] 安德门大街与宁双路交汇处,3居/ 4居 － 143平米,在售,40000元/㎡,普通住宅,(42条评论)
路易庄园,[浦口] 雨山路89号(南京审计学院南门),3居/ 5居 － 105~378平米,在售,30000元/㎡,别墅,(15条评论)
恒大龙珺,[江宁] 三阳路与河清路交汇处(仙林大道至南大仙...,2居/ 3居/ 4居,在售,32000元/㎡,普通住宅,(38条评论)
鲁能泰山7号院,[江宁] 科学园格致路与弘景大道交汇处(方山国家...,3居/ 4居 － 155~185平米,在售,200万元/套,叠拼,(32条评论)
碧桂园湖光山色,[江宁] 谷里街道悦湖路16号,4居/ 5居/ 5居以上 － 283~672平米,在售,26000元/㎡,别墅,(21条评论)
恒大滨江,[鼓楼] 中山北路与江边路交汇处(中山码头对面),1居/ 2居/ 3居 － 48平米,在售,29000元/㎡,普通住宅,(49条评论)
瑞景叶泊蓝山,[江宁] 丹阳大道110号(开发区宁丹路与正方大道...,4居/ 5居 － 310~392平米,在售,,别墅,(105条评论)
中垠紫金观邸,[栖霞] 马群环陵路99号(马群综合换乘中心),1居/ 3居/ 4居 － 58平米,在售,22000元/㎡,商住楼,(75条评论)
雅居乐滨江国际,[浦口] 江浦街道天浦路99号 (镇南河路与临江路...,3居/ 4居/ 5居/ 5居以上 － 108~680平米,在售,22000元/㎡,普通住宅,(155条评论)
苏宁钟山朝阳府,[玄武] 玄武大道与太龙路交汇处,3居/ 4居/ 5居/ 5居以上 － 146~240平米,在售,27800元/㎡,别墅,(113条评论)
碧桂园凤凰城,句容市黄龙路与汤山s122出口交汇处(122...,1居/ 2居/ 3居/ 4居/ 5居/ 5居以上 － 94~133平米,在售,,普通住宅,(261条评论)
碧桂园欧洲城,安徽省滁州市南谯区滁宁快速通道南侧(s...,2居/ 3居/ 4居/ 5居 － 118平米,在售,36000元/㎡,普通住宅,(75条评论)
金融世家,淮南 [山南新区] 南纬五路淮河大道东南侧紧邻中央公园、...,2居/ 3居/ 4居,在售,12500元/㎡,普通住宅,(8条评论)
湖滨一品苑,[高淳] 淳溪镇淳南路117号(高淳电信大楼南门),3居/ 4居/ 5居 － 430平米,在售,,普通住宅,(74条评论)
通宇林景尊园,[浦口] 新浦路与康盛路交汇处,2居/ 3居 － 89~119平米,在售,8000元/㎡,普通住宅,(32条评论)
观山悦,[浦口] 顶山街道定向河路与浦珠路交汇处,2居/ 3居/ 5居以上 － 87~285平米,在售,4800元/㎡,普通住宅,(56条评论)
南京海峡城,[建邺] 扬子江大道399号(扬子江大道与淮河路交...,1居/ 2居/ 3居/ 4居 － 50平米,在售,8800元/㎡,普通住宅,(425条评论)
恒大雅苑,句容市宝华镇仙林东路18号,1居/ 2居/ 3居/ 4居/ 5居 － 64~99平米,在售,27300元/㎡,普通住宅,(161条评论)
翠屏诚园,[江宁] 双龙大道3000号,2居/ 3居/ 4居 － 113平米,在售,25048元/㎡,普通住宅,(163条评论)
金陵雅颂居,[秦淮] 大光路67号(大光路与酒精厂路交汇处),3居/ 4居 － 213平米,在售,30000元/㎡,普通住宅,(75条评论)
京东紫晶,句容市仙林东路58号(仙林大道与宝华大道...,1居/ 2居/ 3居/ 4居 － 69~114平米,在售,7800元/㎡,商住楼,(133条评论)
泰达青筑,句容市宝华镇宝华大道66号(宝华大道与仙...,1居/ 3居/ 4居 － 20~30平米,在售,27000元/㎡,普通住宅,(86条评论)
中粮鸿云,[江宁] 东山街道丰泽路118号,2居/ 3居/ 4居,在售,47000元/㎡,普通住宅,(331条评论)
正荣润江城,[浦口] 望江路2号(河西路和镇南河路交汇处),2居/ 3居/ 4居,在售,10000元/㎡,普通住宅,(288条评论)
福源名居,[高淳] 淳溪镇濑渚路2号(水厂路与湖滨大道交接...,2居/ 3居/ 4居,在售,11500元/㎡,普通住宅,(44条评论)
保利堂悦翡翠公馆,[秦淮] 卡子门大街与汇景北路交汇处(麦德龙正东...,2居/ 3居/ 4居 － 45平米,在售,31000元/㎡,商住楼,(137条评论)
碧桂园翡翠华府,句容市仙林大道与宝四路交汇处(向北200...,3居/ 4居/ 5居/ 5居以上 － 275平米,在售,,普通住宅,(57条评论)
碧桂园大学印象,句容市仙林大道与宝华大道交汇处,3居/ 4居/ 5居/ 5居以上 － 138~140平米,在售,16800元/㎡,普通住宅,(32条评论)
远洋心里,仙林大道与鸿堰南路交汇处,3居 － 88~111平米,在售,16000元/㎡,普通住宅,(35条评论)
嘉恒有山,[六合] 金牛湖街道青龙市场东侧,3居/ 4居 － 136~191平米,在售,13000元/㎡,普通住宅,(41条评论)
碧桂园伯爵山,句容市仙林大道与玉兰路交汇处,3居/ 4居 － 140平米,在售,,普通住宅,(26条评论)
濠锋星钻,句容市宝华镇仙林东路15号,2居/ 3居 － 82~90平米,在售,9498元/㎡,普通住宅,(32条评论)
绿地理想城,[江宁] 机场高速路与正方大道交汇处,1居/ 2居 － 38~55平米,在售,16000元/㎡,商住楼,(20条评论)
富力乌衣水镇,滁州市南谯区乌衣镇洪武路与康泰路交汇...,2居/ 3居/ 4居 － 90~125平米,在售,,普通住宅,(20条评论)
弘阳燕澜七缙,[浦口] 宁六路与新沿路交汇处,1居/ 2居/ 3居 － 57平米,在售,15000元/㎡,商住楼,(20条评论)
万景佳苑,[溧水] 经济开发区红光路(喜之郎南门往西200米...,2居/ 3居,在售,18000元/㎡,普通住宅,(14条评论)
仙林印象,宝华大道与射乌桥路交汇处,2居/ 3居/ 4居/ 5居 － 72~136平米,在售,6400元/㎡,普通住宅,(12条评论)
东骏悦府,[六合] 龙池街道莉湖西路31号,1居/ 2居/ 3居 － 54~86平米,在售,17000元/㎡,普通住宅,(26条评论)
恒大江北帝景,滁州市南谯区乌衣镇大同路与滁阳路交汇...,3居/ 4居 － 110~139平米,在售,20000元/㎡,普通住宅,(20条评论)
新江北孔雀城,安徽滁州来安产业新城104国道与汊河大桥...,2居/ 3居/ 4居 － 90~146平米,在售,14500元/㎡,联排,(42条评论)
明发明博小镇,马鞍山博望新区博望大道88号,2居/ 3居/ 4居 － 99~140平米,在售,10000元/㎡,普通住宅,(19条评论)
融创日月湾,海南省万宁市万安大道73号,2居/ 3居 － 66~153平米,在售,6814元/㎡,普通住宅,(16条评论)
融创博鳌金湾,海南省琼海市博鳌滨海大道8号,1居/ 2居 － 58~101平米,在售,6500元/㎡,独栋,(15条评论)
碧桂园晚亭印象,滁州市南谯区滁阳路与双迎路交汇处(宁滁...,3居/ 4居 － 109~145平米,在售,6700元/㎡,普通住宅,(12条评论)
碧桂园奥能罗马世纪城,滁州市全椒县丰乐大道与京沪大道交汇处,1居/ 2居/ 3居/ 4居/ 5居以上 － 118~195平米,在售,25000元/㎡,普通住宅,(15条评论)
帝景天誉,[江宁] 双龙大道3000号,4居/ 5居 － 285~325平米,在售,20000元/㎡,别墅,(15条评论)
碧桂园S6江南世家,句容市s122省道与石狮路交汇处,3居/ 4居 － 95~196平米,在售,,普通住宅,(12条评论)
弘阳山卿,句容市宝华镇宝华山南麓,2居/ 3居 － 120~130平米,在售,11000元/㎡,别墅,(12条评论)
东原亲山,句容市宝华山国家森林公园南门,东原亲山有房源销售,在售,25000元/㎡,别墅,(15条评论)
证大阅公馆,[鼓楼] 建宁路与热河路交汇处(大观天地mall对面...,2居/ 3居 － 77~113平米,在售,19000元/㎡,商住楼,(24条评论)
万博桃源亲水湾,扬州市仪征市泗大线与站前路交汇处,4居/ 5居/ 5居以上 － 242~269平米,在售,,别墅,(10条评论)
通宇林景象山墅院,[浦口] 珠江镇江浦街道白马路89号,5居以上 － 423~724平米,在售,34422元/㎡,别墅,(13条评论)
明发北站新城,滁州市来安县汊河104国道与长江路交汇处,3居/ 4居 － 85~108平米,在售,8000元/㎡,普通住宅,(15条评论)
茅山半岛,句容市茅山大道15公里处茅山湖东侧,3居 － 138~208平米,在售,,别墅,(13条评论)
仙林首望城,句容市宝华镇仙林东路3号,3居 － 88~100平米,在售,38000元/㎡,普通住宅,(9条评论)
中骏四季阳光,句容经济开发区华阳西路与兴源路交汇处,中骏四季阳光在售4#和6#,在售,10300元/㎡,普通住宅,(11条评论)
融创中南御园,[高淳] 淳溪镇水阳江路99号,3居/ 4居 － 118平米,在售,22000元/㎡,联排,(15条评论)
恒大华府,[雨花] 软件大道和现状道路交汇处(软件大道西首...,4居/ 5居,待售,14600元/㎡,普通住宅,(114条评论)
玄武湖金茂广场,[鼓楼] 中央路201号(玄武饭店北侧),1居/ 2居/ 4居/ 5居,待售,10700元/㎡,普通住宅,(122条评论)
世茂外滩新城,[鼓楼] 南通路99号(郑和中路与南通路交汇处),2居/ 3居/ 4居/ 5居 － 110~217平米,待售,11000元/㎡,普通住宅,(415条评论)
翠屏城,[江宁] 天禄大道1号,2居/ 3居/ 4居 － 86~117平米,待售,价格待定,普通住宅,(289条评论)
世纪天城,[溧水] 经济开发区团山路1号,3居/ 5居/ 5居以上,待售,价格待定,别墅,(73条评论)
协众水岸风华,[江宁] 秣陵街道龙眠大道618号(地铁南京交院站...,1居/ 2居/ 3居,待售,价格待定,商住楼,(90条评论)
宏图上水云锦,[建邺] 云锦路与怡康路交汇处(兴隆大街地铁站旁...,3居/ 4居 － 126~143平米,待售,价格待定,普通住宅,(146条评论)
华洲青林湾,[溧水] 天生桥大道218号,2居/ 5居,待售,价格待定,别墅,(98条评论)
伴山香槟园,[江宁] 格致路9号(诚信大道与弘景大道交汇处),3居/ 4居/ 5居,待售,价格待定,别墅,(54条评论)
四季金辉,句容市仙林东路19号(仙林大道与和平路交...,2居/ 3居/ 4居 － 74~107平米,待售,,普通住宅,(252条评论)
景枫你山,[江宁] 弘景大道3888号,3居/ 5居 － 88~367平米,待售,价格待定,别墅,(144条评论)
南京华润国际社区,[浦口] 广西埂大街100号(浦口新城中央大道与丰...,3居/ 4居,待售,价格待定,普通住宅,(192条评论)
五矿晏山居,[玄武] 钟灵街50号(国有空地与江苏省农业科学院...,2居/ 3居/ 4居,待售,价格待定,普通住宅,(123条评论)
银城东岳府,[秦淮] 海福巷71号(光华路与海福巷交汇处),3居/ 4居,待售,,普通住宅,(90条评论)
禹洲吉庆里,[雨花] 凤台南路与怡康街交汇处,3居/ 4居,待售,价格待定,普通住宅,(68条评论)
旭辉银城白马澜山,[浦口] 白马路与狮山路交汇处,3居/ 4居,待售,价格待定,普通住宅,(70条评论)
万悦城,[高淳] 开发区古檀大道与九龙山路交汇处,1居/ 2居/ 3居/ 4居,待售,,普通住宅,(78条评论)
奥克斯钟山府,[玄武] 文枢西路与燕西路交汇处(亚东城二期西面...,3居/ 4居/ 5居以上,待售,价格待定,普通住宅,(152条评论)
荣盛花语城,[六合] 龙池街道林场路1号,2居/ 3居,待售,价格待定,普通住宅,(104条评论)
和昌湾景,[雨花] 板桥新城新湖大道与华兴大街交叉口,2居/ 3居,待售,15000元/㎡,普通住宅,(50条评论)
海玥名都,[建邺] 月安街11号,2居/ 3居/ 4居 － 140~240平米,待售,价格待定,普通住宅,(65条评论)
中航樾广场,[江宁] 龙眠大道与丽泽路交汇处,3居/ 4居 － 98~135平米,待售,价格待定,普通住宅,(45条评论)
亚泰山语湖,[浦口] 高新区永新路与蓝海路交汇处,3居/ 4居 － 120平米,待售,价格待定,普通住宅,(54条评论)
紫晶未来城,[六合] 雄州西路和龙津南路交汇处,3居/ 4居,待售,价格待定,普通住宅,(39条评论)
世茂梦享家,[江宁] 淳化街道瑞文路199号,3居/ 4居 － 90平米,待售,价格待定,普通住宅,(111条评论)
亚东同城逸境,[溧水] 经济开发区秦淮大道168号(秦淮大道与机...,2居/ 3居 － 105~126平米,待售,价格待定,普通住宅,(28条评论)
中交锦蘭荟,[浦口] 江浦街道环城西路与华山路交汇处,2居/ 3居/ 4居 － 81~116平米,待售,价格待定,普通住宅,(42条评论)
喜之郎丽湖湾,[溧水] 开发区珍珠北路88号(珍珠北路和机场路交...,2居/ 3居/ 4居,待售,价格待定,普通住宅,(27条评论)
中山首府,[溧水] 崇文路68号(体育公园南300米),1居/ 2居/ 3居/ 4居,待售,价格待定,普通住宅,(17条评论)
华新城璟园,[建邺] 巴山路33号,2居/ 3居/ 4居,待售,,普通住宅,(37条评论)
福基九龙新城,[六合] 大厂凤滨路18号(九龙公园对面),2居/ 3居 － 87~138平米,待售,价格待定,普通住宅,(48条评论)
冠城大通蓝郡,[六合] 龙池街道雄州南路333号(六合汽车站南侧...,2居/ 3居/ 4居,待售,价格待定,普通住宅,(293条评论)
金轮津桥华府,[江宁] 龙眠大道修文路3号,2居/ 3居/ 4居 － 88平米,待售,价格待定,普通住宅,(140条评论)
阳光帝景,[浦口] 顶山街道吉庆路6号,2居/ 3居,待售,,普通住宅,(146条评论)
高科荣境,[栖霞] 守敬路313号(仙林大道与经天路交汇处),2居/ 3居/ 4居/ 5居/ 5居以上,待售,价格待定,普通住宅,(145条评论)
龙湖春江紫宸,[鼓楼] 江边路1号(建宁路与江边路交汇处 ),2居/ 3居/ 4居,待售,价格待定,商住楼,(163条评论)
中航金城1号,[秦淮] 中山东路518号(龙蟠中路与瑞金路交汇处...,3居/ 4居 － 141平米,待售,,普通住宅,(105条评论)
石林中心城,[六合] 雄州街道王桥路99号,2居/ 3居/ 4居,待售,价格待定,普通住宅,(149条评论)
景湖名都,[高淳] 固城镇育才西路91号(宁宣公路东侧),2居/ 3居,待售,价格待定,普通住宅,(110条评论)
双富嘉园,[高淳] 漆桥镇双牌石大街288号(紧邻漆桥镇政府...,2居/ 3居,待售,价格待定,普通住宅,(84条评论)
康利华府,[溧水] 志远路68号(致远路以西、陈沛桥以东),2居/ 3居 － 94~120平米,待售,价格待定,普通住宅,(89条评论)
五矿九玺台,[江宁] 丽泽路599号(科学园弘景大道以南),3居/ 4居/ 5居,待售,价格待定,联排,(80条评论)
国信龙沐湾,三亚 [乐东] 黎族自治县佛罗镇龙沐湾国际旅游度假区,1居/ 2居,待售,价格待定,别墅,(56条评论)
碧景山庄,[六合] 大厂街道丁家山路2号,2居/ 3居,待售,价格待定,普通住宅,(155条评论)
创维乐活城,[溧水] 宝塔北路与团山西路交汇处(溧水实验学校...,2居/ 3居 － 91~123平米,待售,价格待定,普通住宅,(144条评论)
溧都桂苑,[溧水] 金牛北路666号,4居,待售,价格待定,别墅,(40条评论)
东方曼园,[高淳] 淳溪镇慢城大道68号(高淳新体育中心北侧...,2居/ 3居,待售,价格待定,普通住宅,(78条评论)
启迪方洲,[江宁] 麒麟街道智汇路186号(启迪大街与沧麟东...,2居/ 3居/ 4居,待售,价格待定,普通住宅,(333条评论)
东骏华府,[六合] 横梁街道瑞成路9号,2居/ 3居,待售,价格待定,普通住宅,(134条评论)
恒建金陵美域,[江宁] 湖熟街道灵顺北路211号,2居/ 3居 － 74~110平米,待售,,普通住宅,(58条评论)
福晟庭院,[溧水] 洪蓝镇金牛北路369号(无想山森林公园西...,3居/ 4居/ 5居/ 5居以上 － 302平米,待售,价格待定,普通住宅,(48条评论)
骋望七里楠花园,[六合] 龙池街道龙华路66号(六合经济开发区时代...,2居/ 3居/ 4居/ 5居以上 － 231平米,在售,价格待定,普通住宅,(227条评论)
武夷名仕园,[江宁] 大学城方山南平和路8号(弘景大道和学十...,2居/ 3居/ 4居 － 139平米,待售,11000元/㎡,普通住宅,(48条评论)
金牛湖度假中心,[六合] 金牛湖街道金牛湖社区88号,1居/ 2居,待售,,商住楼,(91条评论)
保利中央公园,[江宁] 双龙大道和兰台街交汇处,1居/ 2居/ 3居,待售,价格待定,普通住宅,(309条评论)
通宇林景熙园,[浦口] 江浦街道七里路与沿山大道交汇处,3居,待售,价格待定,普通住宅,(29条评论)
新城玖珑湖,[江宁] 秣陵街道长亭街55号(九龙湖东侧),2居/ 3居/ 4居,待售,,普通住宅,(260条评论)
佳兆业城市广场,[建邺] 河西南部南外与太清路交汇处,3居/ 4居/ 5居 － 87~141平米,待售,价格待定,普通住宅,(76条评论)
艾菲国际,[浦口] 高新区丽景路与惠达路交汇处(地铁3号线...,1居/ 2居/ 3居/ 4居,待售,价格待定,普通住宅,(220条评论)
创源无想墅,[溧水] 永阳镇珍珠南路199号,3居/ 4居,待售,价格待定,别墅,(69条评论)
荣鼎幸福城,[六合] 方州路199号,2居/ 3居 － 85~118平米,待售,价格待定,普通住宅,(143条评论)
LAVITA长江会,[玄武] 长江路100号,1居/ 2居 － 56~141平米,待售,价格待定,商住楼,(174条评论)
升龙天汇,[建邺] 河西南部新梗街与新河路交汇处,2居/ 3居/ 4居,待售,价格待定,普通住宅,(143条评论)
中国铁建青秀城,[栖霞] 迈尧路327号(迈尧路与经五路交汇处),2居/ 3居/ 4居,待售,价格待定,普通住宅,(389条评论)
钟山颐府,[玄武] 中山东路301号,2居/ 3居/ 4居,待售,价格待定,商住楼,(75条评论)
中宏万家广场,[高淳] 淳溪镇北漪路129号(芜太路与北漪路交汇...,2居/ 3居,待售,价格待定,商住楼,(73条评论)
仁恒绿洲新岛,[建邺] 葡园路与中新大道交汇处(地铁10号线江心...,2居/ 3居/ 4居,待售,价格待定,普通住宅,(161条评论)
金山府,[溧水] 东屏镇金山路95号,5居以上,待售,价格待定,别墅,(47条评论)
隆豪翡翠星城,[高淳] 淳溪镇宝塔路350号(淳辉中学斜对面),1居/ 2居/ 3居/ 4居/ 5居,待售,价格待定,别墅,(58条评论)
弘阳时代中心,[浦口] 柳州路与大桥北路交汇处(弘阳地产销售中...,1居/ 2居 － 25平米,在售,,LOFT,(17条评论)
浦潮创立方,[浦口] 江北新区南京软件园(西区)江城大道与行...,1居/ 2居 － 66~114平米,在售,15000元/㎡,标准写字楼,(9条评论)
扬子科创总部基地,[浦口] 浦东北路5号,扬子科创总部基地项目北接高新区浦新路,在售,7000元/㎡,标准写字楼,(8条评论)
毅达汇创中心,[浦口] 总部大道与宁合高速公路交汇处,1居 － 35平米,在售,10500元/㎡,LOFT,(4条评论)
